location,latitude,longitude,forecast_issue_time,target_time,forecast_time_hours,start_step_hours,end_step_hours,ensemble_member,forecast_rainfall_mm
Chennai,13.0827,80.2707,2000-01-30,2000-01-30 03:00:00,0,0,3,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-30 09:00:00,6,6,9,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-30 15:00:00,12,12,15,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-30 21:00:00,18,18,21,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-31 03:00:00,24,24,27,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-31 09:00:00,30,30,33,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-31 15:00:00,36,36,39,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-31 21:00:00,42,42,45,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-01 03:00:00,48,48,51,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-01 09:00:00,54,54,57,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-01 15:00:00,60,60,63,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-01 21:00:00,66,66,69,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-02 03:00:00,72,72,75,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-02 09:00:00,78,78,81,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-02 15:00:00,84,84,87,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-02 21:00:00,90,90,93,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-03 03:00:00,96,96,99,c00,0.4
Chennai,13.0827,80.2707,2000-01-30,2000-02-03 09:00:00,102,102,105,c00,0.06
Chennai,13.0827,80.2707,2000-01-30,2000-02-03 15:00:00,108,108,111,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-03 21:00:00,114,114,117,c00,0.22
Chennai,13.0827,80.2707,2000-01-30,2000-02-04 03:00:00,120,120,123,c00,0.75
Chennai,13.0827,80.2707,2000-01-30,2000-02-04 09:00:00,126,126,129,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-04 15:00:00,132,132,135,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-04 21:00:00,138,138,141,c00,0.17
Chennai,13.0827,80.2707,2000-01-30,2000-02-05 03:00:00,144,144,147,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-05 09:00:00,150,150,153,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-05 15:00:00,156,156,159,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-05 21:00:00,162,162,165,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-06 03:00:00,168,168,171,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-06 09:00:00,174,174,177,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-06 15:00:00,180,180,183,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-06 21:00:00,186,186,189,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-07 03:00:00,192,192,195,c00,0.3
Chennai,13.0827,80.2707,2000-01-30,2000-02-07 09:00:00,198,198,201,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-07 15:00:00,204,204,207,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-07 21:00:00,210,210,213,c00,0.01
Chennai,13.0827,80.2707,2000-01-30,2000-02-08 03:00:00,216,216,219,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-08 09:00:00,222,222,225,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-08 15:00:00,228,228,231,c00,0.01
Chennai,13.0827,80.2707,2000-01-30,2000-02-08 21:00:00,234,234,237,c00,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-30 03:00:00,0,0,3,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-30 09:00:00,6,6,9,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-30 15:00:00,12,12,15,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-30 21:00:00,18,18,21,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-31 03:00:00,24,24,27,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-31 09:00:00,30,30,33,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-31 15:00:00,36,36,39,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-31 21:00:00,42,42,45,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-01 03:00:00,48,48,51,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-01 09:00:00,54,54,57,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-01 15:00:00,60,60,63,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-01 21:00:00,66,66,69,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-02 03:00:00,72,72,75,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-02 09:00:00,78,78,81,p01,0.02
Chennai,13.0827,80.2707,2000-01-30,2000-02-02 15:00:00,84,84,87,p01,0.05
Chennai,13.0827,80.2707,2000-01-30,2000-02-02 21:00:00,90,90,93,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-03 03:00:00,96,96,99,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-03 09:00:00,102,102,105,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-03 15:00:00,108,108,111,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-03 21:00:00,114,114,117,p01,0.8
Chennai,13.0827,80.2707,2000-01-30,2000-02-04 03:00:00,120,120,123,p01,0.2
Chennai,13.0827,80.2707,2000-01-30,2000-02-04 09:00:00,126,126,129,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-04 15:00:00,132,132,135,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-04 21:00:00,138,138,141,p01,0.30000000000000004
Chennai,13.0827,80.2707,2000-01-30,2000-02-05 03:00:00,144,144,147,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-05 09:00:00,150,150,153,p01,0.2
Chennai,13.0827,80.2707,2000-01-30,2000-02-05 15:00:00,156,156,159,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-05 21:00:00,162,162,165,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-06 03:00:00,168,168,171,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-06 09:00:00,174,174,177,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-06 15:00:00,180,180,183,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-06 21:00:00,186,186,189,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-07 03:00:00,192,192,195,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-07 09:00:00,198,198,201,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-07 15:00:00,204,204,207,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-07 21:00:00,210,210,213,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-08 03:00:00,216,216,219,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-08 09:00:00,222,222,225,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-08 15:00:00,228,228,231,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-08 21:00:00,234,234,237,p01,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-30 03:00:00,0,0,3,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-30 09:00:00,6,6,9,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-30 15:00:00,12,12,15,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-30 21:00:00,18,18,21,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-31 03:00:00,24,24,27,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-31 09:00:00,30,30,33,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-31 15:00:00,36,36,39,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-31 21:00:00,42,42,45,p02,0.02
Chennai,13.0827,80.2707,2000-01-30,2000-02-01 03:00:00,48,48,51,p02,0.18
Chennai,13.0827,80.2707,2000-01-30,2000-02-01 09:00:00,54,54,57,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-01 15:00:00,60,60,63,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-01 21:00:00,66,66,69,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-02 03:00:00,72,72,75,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-02 09:00:00,78,78,81,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-02 15:00:00,84,84,87,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-02 21:00:00,90,90,93,p02,1.94
Chennai,13.0827,80.2707,2000-01-30,2000-02-03 03:00:00,96,96,99,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-03 09:00:00,102,102,105,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-03 15:00:00,108,108,111,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-03 21:00:00,114,114,117,p02,0.1
Chennai,13.0827,80.2707,2000-01-30,2000-02-04 03:00:00,120,120,123,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-04 09:00:00,126,126,129,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-04 15:00:00,132,132,135,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-04 21:00:00,138,138,141,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-05 03:00:00,144,144,147,p02,0.02
Chennai,13.0827,80.2707,2000-01-30,2000-02-05 09:00:00,150,150,153,p02,0.1
Chennai,13.0827,80.2707,2000-01-30,2000-02-05 15:00:00,156,156,159,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-05 21:00:00,162,162,165,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-06 03:00:00,168,168,171,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-06 09:00:00,174,174,177,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-06 15:00:00,180,180,183,p02,0.03
Chennai,13.0827,80.2707,2000-01-30,2000-02-06 21:00:00,186,186,189,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-07 03:00:00,192,192,195,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-07 09:00:00,198,198,201,p02,2.14
Chennai,13.0827,80.2707,2000-01-30,2000-02-07 15:00:00,204,204,207,p02,0.2
Chennai,13.0827,80.2707,2000-01-30,2000-02-07 21:00:00,210,210,213,p02,0.52
Chennai,13.0827,80.2707,2000-01-30,2000-02-08 03:00:00,216,216,219,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-08 09:00:00,222,222,225,p02,1.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-08 15:00:00,228,228,231,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-08 21:00:00,234,234,237,p02,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-30 03:00:00,0,0,3,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-30 09:00:00,6,6,9,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-30 15:00:00,12,12,15,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-30 21:00:00,18,18,21,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-31 03:00:00,24,24,27,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-31 09:00:00,30,30,33,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-31 15:00:00,36,36,39,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-31 21:00:00,42,42,45,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-01 03:00:00,48,48,51,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-01 09:00:00,54,54,57,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-01 15:00:00,60,60,63,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-01 21:00:00,66,66,69,p03,0.05
Chennai,13.0827,80.2707,2000-01-30,2000-02-02 03:00:00,72,72,75,p03,0.30000000000000004
Chennai,13.0827,80.2707,2000-01-30,2000-02-02 09:00:00,78,78,81,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-02 15:00:00,84,84,87,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-02 21:00:00,90,90,93,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-03 03:00:00,96,96,99,p03,0.02
Chennai,13.0827,80.2707,2000-01-30,2000-02-03 09:00:00,102,102,105,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-03 15:00:00,108,108,111,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-03 21:00:00,114,114,117,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-04 03:00:00,120,120,123,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-04 09:00:00,126,126,129,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-04 15:00:00,132,132,135,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-04 21:00:00,138,138,141,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-05 03:00:00,144,144,147,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-05 09:00:00,150,150,153,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-05 15:00:00,156,156,159,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-05 21:00:00,162,162,165,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-06 03:00:00,168,168,171,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-06 09:00:00,174,174,177,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-06 15:00:00,180,180,183,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-06 21:00:00,186,186,189,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-07 03:00:00,192,192,195,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-07 09:00:00,198,198,201,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-07 15:00:00,204,204,207,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-07 21:00:00,210,210,213,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-08 03:00:00,216,216,219,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-08 09:00:00,222,222,225,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-08 15:00:00,228,228,231,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-08 21:00:00,234,234,237,p03,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-30 03:00:00,0,0,3,p04,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-30 09:00:00,6,6,9,p04,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-30 15:00:00,12,12,15,p04,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-30 21:00:00,18,18,21,p04,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-31 03:00:00,24,24,27,p04,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-31 09:00:00,30,30,33,p04,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-31 15:00:00,36,36,39,p04,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-01-31 21:00:00,42,42,45,p04,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-01 03:00:00,48,48,51,p04,0.01
Chennai,13.0827,80.2707,2000-01-30,2000-02-01 09:00:00,54,54,57,p04,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-01 15:00:00,60,60,63,p04,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-01 21:00:00,66,66,69,p04,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-02 03:00:00,72,72,75,p04,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-02 09:00:00,78,78,81,p04,0.02
Chennai,13.0827,80.2707,2000-01-30,2000-02-02 15:00:00,84,84,87,p04,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-02 21:00:00,90,90,93,p04,0.02
Chennai,13.0827,80.2707,2000-01-30,2000-02-03 03:00:00,96,96,99,p04,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-03 09:00:00,102,102,105,p04,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-03 15:00:00,108,108,111,p04,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-03 21:00:00,114,114,117,p04,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-04 03:00:00,120,120,123,p04,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-04 09:00:00,126,126,129,p04,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-04 15:00:00,132,132,135,p04,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-04 21:00:00,138,138,141,p04,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-05 03:00:00,144,144,147,p04,0.03
Chennai,13.0827,80.2707,2000-01-30,2000-02-05 09:00:00,150,150,153,p04,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-05 15:00:00,156,156,159,p04,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-05 21:00:00,162,162,165,p04,0.0
Chennai,13.0827,80.2707,2000-01-30,2000-02-06 03:00:00,168,168,171,p04,0.09
Chennai,13.0827,80.2707,2000-01-30,2000-02-06 09:00:00,174,174,177,p04,0.0
